CRN,Course #,Course Title,Units,type,Days,Time,Bldg/Rm,Start-End,Instructor
30941,BIO-151-02D,Molecular Immunology,0,DISC,W,4:30-5:20pm,CLSSRM 279,28-AUG 12-DEC,"Valentine, Kristen"
30134,BIO-151-03D,Molecular Immunology,0,DISC,W,2:30-3:20pm,CLSSRM 263,28-AUG 12-DEC,"Valentine, Kristen"
35075,BIO-151-04D,Molecular Immunology,0,DISC,W,3:30-4:20pm,CLSSRM 102,16-DEC 16-DEC,"Valentine, Kristen"
30135,BIO-151L-01,Molec Immunology Lab,1,LAB,R,12:00-2:50pm,,28-AUG 12-DEC,"Sadiqi, Sharif"
31152,BIO-151L-02,Molec Immunology Lab,1,LAB,R,3:30-6:20pm,CLSSRM 286,28-AUG 12-DEC,"Sadiqi, Sharif"
30942,BIO-151L-03,Molec Immunology Lab,1,LAB,R,6:30-9:20pm,KOLLIG 396,28-AUG 12-DEC,"Johnson, Larry"
30136,BIO-161-01,Human PhysiologyMust Also Register for a Corresponding Lab,5,LECT,MW,4:30-5:45pm,CLSSRM 279,28-AUG 12-DEC,"Ortiz, Rudy"
30137,BIO-161-02L,Human Physiology,0,LAB,R,12:00-2:50pm,SCIENG 155,28-AUG 12-DEC,"Hernandez, Andres"
30138,BIO-161-03L,Human Physiology,0,LAB,R,3:30-6:20pm,SCIENG 155,28-AUG 12-DEC,"Thorwald, Max"
34839,BIO-161-04L,Human Physiology,0,LAB,R,7:00-9:50pm,SCIENG 155,28-AUG 12-DEC,"Thorwald, Max"
35154,BIO-170-01,NeurobiologyMust Also Register for a Corresponding Discussion,4,LECT,TR,3:00-4:15pm,CLSSRM 274,15-DEC 15-DEC,"Saha, Ramendra"
35155,BIO-170-02D,Neurobiology,0,DISC,F,10:30-11:20am,SCIENG 165,28-AUG 12-DEC,"Dunn, Carissa"
35156,BIO-170-03D,Neurobiology,0,DISC,F,11:30-12:20pm,SCIENG 165,28-AUG 12-DEC,"Dunn, Carissa"
34883,BIO-181-01,Biomolecular SimulationMust Also Register for a CorrespondingDiscussion and Lab,4,LECT,TR,12:00-1:15pm,CLSSRM 102,19-DEC 19-DEC,"Colvin, Michael"
34884,BIO-181-02D,Biomolecular Simulation,0,DISC,F,10:00-10:50am,SCIENG 165,28-AUG 12-DEC,"Connolly, Timothy"
34885,BIO-181-02L,Biomolecular Simulation,0,LAB,F,11:00-1:50pm,SSM 104,28-AUG 12-DEC,"Connolly, Timothy"
30443,BIOE-030-01,Introduction to BioengineeringMust Also Register for a Corresponding Lab,4,LECT,TR,4:30-5:45pm,CLSSRM 272,28-AUG 12-DEC,"Chin, Wei-Chun"
30444,BIOE-030-02L,Introduction to Bioengineering,0,LAB,T,1:00-3:50pm,SSM 104,28-AUG 12-DEC,"Tsai, Shih-Ming"
31008,BIOE-030-03L,Introduction to Bioengineering,0,LAB,W,2:00-4:50pm,CLSSRM 129,28-AUG 12-DEC,"Tsai, Shih-Ming"
31097,BIOE-104-01,Biotransport,4,LECT,TR,1:30-3:20pm,CLSSRM 110,28-AUG 12-DEC,"McCloskey, Kara"
34962,BIOE-126-01,Nanodevice FabricationMust Also Register for a Corresponding Lab,4,LECT,M,3:00-3:50pm,SE2 150,28-AUG 12-DEC,"Lu, Jennifer"
34963,BIOE-126-02L,Nanodevice Fabrication,0,LAB,W,1:30-10:20pm,CLSSRM 274,16-DEC 16-DEC,"Liu, Yang"
35329,BIOE-150-01,Bioengineering Design,3,DISC,W,12:30-1:20pm,SE2 150,28-AUG 12-DEC,"Orfi, Nihal"
35330,BIOE-150-02L,Bioengineering Design,0,LAB,MW,2:30-5:20pm,CLSSRM 263,28-AUG 12-DEC,"Orfi, Nihal"
31561,CCST-060-01,Intro to Chicano/a CultureMust Also Register for a Corresponding Discussion,4,LECT,TR,10:30-11:45am,CLSSRM 105,16-DEC 16-DEC,"Ruiz, Iris"
31564,CCST-060-02D,Intro to Chicano/a Culture,0,DISC,F,4:30-5:20pm,CLSSRM 272,28-AUG 12-DEC,"McMillon, Kim"
31567,CCST-060-03D,Intro to Chicano/a Culture,0,DISC,F,10:30-11:20am,CLSSRM 279,28-AUG 12-DEC,"McMillon, Kim"
30056,CHEM-001-01,Preparatory ChemistryMust Also Register for a Corresponding Discussion,3,LECT,MW,7:30-8:20am,SE2 185,28-AUG 12-DEC,"Vidensek, Mark"
30057,CHEM-001-02D,Preparatory Chemistry,0,DISC,F,7:30-9:20am,KOLLIG 217,28-AUG 12-DEC,"Limsakoune, Vipawee"
30058,CHEM-001-03D,Preparatory Chemistry,0,DISC,F,12:30-2:20pm,CLSSRM 282,28-AUG 12-DEC,"Lair, Deborah"
30141,CHEM-001-06D,Preparatory Chemistry,0,DISC,F,2:30-4:20pm,KOLLIG 396,28-AUG 12-DEC,"Mckuin, Brandi"
30142,CHEM-001-07D,Preparatory Chemistry,0,DISC,W,1:30-3:20pm,CLSSRM 102,28-AUG 12-DEC,"Wood, Logan"
30143,CHEM-001-08D,Preparatory Chemistry,0,DISC,T,5:30-7:20pm,CLSSRM 114,18-DEC 18-DEC,"Mckuin, Brandi"
30145,CHEM-001-10D,Preparatory Chemistry,0,DISC,M,1:30-3:20pm,CLSSRM 265,28-AUG 12-DEC,"Wood, Logan"
30666,CHEM-001-20,Preparatory ChemistryMust Also Register for a Corresponding Discussion,3,LECT,MW,8:30-9:20am,CLSSRM 263,16-DEC 16-DEC,"Vidensek, Mark"
30667,CHEM-001-21D,Preparatory Chemistry,0,DISC,M,11:30-1:20pm,CLSSRM 110,28-AUG 12-DEC,"Wood, Logan"
30668,CHEM-001-22D,Preparatory Chemistry,0,DISC,M,11:30-1:20pm,KOLLIG 217,17-DEC 17-DEC,"Aguilar, Yuriana"
30669,CHEM-001-23D,Preparatory Chemistry,0,DISC,F,10:30-12:20pm,CLSSRM 110,28-AUG 12-DEC,"Aguilar, Yuriana"
30670,CHEM-001-24D,Preparatory Chemistry,0,DISC,F,9:30-11:20am,CLSSRM 276,28-AUG 12-DEC,"Lair, Deborah"
30943,CHEM-001-25D,Preparatory Chemistry,0,DISC,M,5:30-7:20pm,SSM 104,18-DEC 18-DEC,"Koduru, Bhargav"
30944,CHEM-001-26D,Preparatory Chemistry,0,DISC,M,7:30-9:20pm,KOLLIG 296,28-AUG 12-DEC,"Wood, Logan"
30945,CHEM-001-27D,Preparatory Chemistry,0,DISC,M,7:30-9:20pm,SSM 150,19-DEC 19-DEC,"Mckuin, Brandi"
30946,CHEM-001-28D,Preparatory Chemistry,0,DISC,M,5:30-7:20pm,CLSSRM 286,28-AUG 12-DEC,"Aguilar, Yuriana"
31154,CHEM-001-29D,Preparatory Chemistry,0,DISC,M,3:30-5:20pm,CLSSRM 267,28-AUG 12-DEC,"Koduru, Bhargav"
31309,CHEM-001-40,Preparatory ChemistryMust Also Register for a Corresponding Discussion,3,LECT,TR,12:30-1:20pm,SSM 104,18-DEC 18-DEC,"Vidensek, Mark"
31312,CHEM-001-41D,Preparatory Chemistry,0,DISC,T,8:00-9:50pm,CLSSRM 288,28-AUG 12-DEC,"Limsakoune, Vipawee"
31313,CHEM-001-42D,Preparatory Chemistry,0,DISC,T,6:00-7:50pm,CLSSRM 276,28-AUG 12-DEC,"Limsakoune, Vipawee"
31314,CHEM-001-43D,Preparatory Chemistry,0,DISC,R,8:00-9:50pm,CLSSRM 114,28-AUG 12-DEC,"Lair, Deborah"
31315,CHEM-001-44D,Preparatory Chemistry,0,DISC,R,6:00-7:50pm,CLSSRM 267,17-DEC 17-DEC,"Lair, Deborah"
31316,CHEM-001-45D,Preparatory Chemistry,0,DISC,M,7:30-9:20am,CLSSRM 288,28-AUG 12-DEC,"Wood, Logan"
31317,CHEM-001-46D,Preparatory Chemistry,0,DISC,T,8:00-9:50pm,CLSSRM 113,18-DEC 18-DEC,"Koduru, Bhargav"
31318,CHEM-001-47D,Preparatory Chemistry,0,DISC,F,3:30-5:20pm,CLSSRM 276,28-AUG 12-DEC,"Lair, Deborah"
31319,CHEM-001-48D,Preparatory Chemistry,0,DISC,F,5:30-7:20pm,CLSSRM 276,28-AUG 12-DEC,"Lair, Deborah"
31327,CHEM-001-49D,Preparatory Chemistry,0,DISC,W,7:30-9:20am,CLSSRM 102,28-AUG 12-DEC,"Wood, Logan"
